"Idade","Local de trabalho","Pontuação teste","Departmento","Distancia casa-trabalho","Educacao","Area","Possui carro","Subordinado","Satisfação com o ambiente no emprego atual","Genero","Horas voluntariado","Envolvimento com trabalho","Posicao","Cargo","Satisfação com emprego","Estado civil","Renda","Bonus de performance","Quantidade de empresas que trabalho","Maior de idade","Necessita de hora extra","Aumento de salario%","Performance na entrevista","Satisfação com a relação","Horas de trabalho padrão","Beneficios","Anos de experiencia","Horas de treinamento ultimo ano","Estilo de vida","Anos na última empresa","Anos na posição atual","Anos desde última promoção","Anos com a mesma gerência","Contratar","Partition","$XGT-Contratar","$XGTC-Contratar"
"35","Misto","482","Engenharia","4","Superior incompleto - cursando","Ciências das natureza","1","1350","3","M","87","3","2","Engenheiro","3","Solteiro","4249","2690","1","1","Sim","11","3","2","80","0","9","3","3","9","6","1","1","Não","1_Training","Sim","0.530239"
"51","Misto","770","RH","5","Superior completo","Ciências das natureza","1","1352","3","M","84","3","4","Gerente","2","Divorciado","14026","17588","1","1","Sim","11","3","2","80","1","33","2","3","33","9","0","10","Não","1_Training","Não","0.579549"
"38","Misto","1009","Vendas","2","Superior incompleto","Ciências das natureza","1","1355","2","F","31","3","2","Vendedo senior","1","Divorciado","6893","19461","3","1","Não","15","3","4","80","1","11","3","3","7","7","1","7","Não","2_Testing","Não","0.891792"
"34","Misto","507","Vendas","15","Superior incompleto","Medicina","1","1356","3","F","66","3","2","Vendedo senior","1","Solteiro","6125","23553","1","1","Não","12","3","4","80","0","10","6","4","10","8","9","6","Não","1_Training","Sim","0.5135"
"25","Misto","882","Engenharia","19","Médio completo","Medicina","1","1358","4","M","67","3","1","Tecnico","4","Casado","3669","9075","3","1","Não","11","3","3","80","3","7","6","2","3","2","1","2","Não","1_Training","Não","0.610628"
"40","Cliente","329","Engenharia","1","Superior incompleto - cursando","Ciências das natureza","1","1361","2","M","88","3","1","Tecnico","2","Casado","2387","6762","3","1","Não","22","4","3","80","1","7","3","3","4","2","0","3","Não","1_Training","Não","0.720032"
"36","Misto","607","Vendas","7","Superior completo","Marketing","1","1362","1","F","83","4","2","Vendedo senior","1","Casado","4639","2261","2","1","Não","16","3","4","80","1","17","2","2","15","7","6","13","Não","1_Training","Não","0.822659"
"48","Misto","855","Engenharia","4","Superior completo","Ciências das natureza","1","1363","4","M","54","3","3","Supervisor","4","Solteiro","7898","18706","1","1","Não","11","3","3","80","0","11","2","3","10","9","0","8","Não","1_Training","Não","0.796105"
"27","Misto","1291","Vendas","11","Superior completo","Medicina","1","1364","3","F","98","4","1","Vendedor junior","4","Casado","2534","6527","8","1","Não","14","3","2","80","1","5","4","3","1","0","0","0","Não","2_Testing","Sim","0.712036"
"51","Escritório","1405","Engenharia","11","Superior incompleto","Faculdade Técnica","1","1367","4","F","82","2","4","Supervisor","2","Solteiro","13142","24439","3","1","Não","16","3","2","80","0","29","1","2","5","2","0","3","Não","1_Training","Não","0.630541"
"18","Misto","1124","Engenharia","1","Superior completo","Ciências das natureza","1","1368","4","F","97","3","1","Tecnico","4","Solteiro","1611","19305","1","1","Não","15","3","3","80","0","0","5","4","0","0","0","0","Não","1_Training","Sim","0.689774"
"35","Cliente","817","Engenharia","1","Superior completo","Medicina","1","1369","4","F","60","2","2","Tecnico","4","Casado","5363","10846","0","1","Não","12","3","2","80","1","10","0","3","9","7","0","0","Não","1_Training","Não","0.850591"
"27","Misto","793","Vendas","2","Médio completo","Ciências das natureza","1","1371","4","M","43","1","2","Vendedo senior","4","Solteiro","5071","20392","3","1","Não","20","4","2","80","0","8","3","3","6","2","0","0","Não","1_Training","Sim","0.632445"
"56","Escritório","1369","Engenharia","23","Superior completo","Ciências das natureza","1","1373","4","M","68","3","4","Supervisor","2","Casado","13402","18235","4","1","Sim","12","3","1","80","1","33","0","3","19","16","15","9","Não","1_Training","Não","0.668424"
"34","Misto","999","Engenharia","26","Médio completo","Faculdade Técnica","1","1374","1","F","92","2","1","Engenheiro","3","Divorciado","2029","15891","1","1","Não","20","4","3","80","3","5","2","3","5","4","0","0","Não","1_Training","Sim","0.62218"
"40","Misto","1202","Engenharia","2","Médio completo","Medicina","1","1375","2","F","89","4","2","Analista","3","Divorciado","6377","13888","5","1","Não","20","4","2","80","3","15","0","3","12","11","11","8","Não","1_Training","Não","0.942376"
"34","Cliente","285","Engenharia","29","Superior completo","Medicina","1","1377","2","M","86","3","2","Tecnico","3","Casado","5429","17491","4","1","Não","13","3","1","80","2","10","1","3","8","7","7","7","Não","1_Training","Não","0.608952"
"38","Misto","693","Engenharia","7","Superior completo","Ciências das natureza","1","1382","4","M","57","4","1","Engenheiro","3","Divorciado","2610","15748","1","1","Não","11","3","4","80","3","4","2","3","4","2","0","3","Não","1_Training","Não","0.741215"
"34","Misto","404","Engenharia","2","Superior incompleto - cursando","Faculdade Técnica","1","1383","3","F","98","3","2","Analista","4","Solteiro","6687","6163","1","1","Não","11","3","4","80","0","14","2","4","14","11","4","11","Não","1_Training","Não","0.609196"
"28","Misto","736","Vendas","26","Superior completo","Ciências das natureza","1","1387","3","M","48","2","2","Vendedo senior","1","Casado","4724","24232","1","1","Não","11","3","3","80","1","5","0","3","5","3","0","4","Não","1_Training","Sim","0.502059"
"39","Cliente","1498","Vendas","21","Superior incompleto - cursando","Ciências das natureza","1","1390","1","M","44","2","2","Vendedo senior","4","Casado","6120","3567","3","1","Sim","12","3","4","80","2","8","2","4","5","4","1","4","Não","1_Training","Sim","0.781897"
"51","Cliente","541","Vendas","2","Superior completo","Marketing","1","1391","2","M","52","3","3","Vendedo senior","2","Casado","10596","15395","2","1","Não","11","3","2","80","0","14","5","3","4","2","3","2","Não","1_Training","Sim","0.592618"
"41","Misto","1200","Engenharia","22","Superior completo","Ciências das natureza","1","1392","4","F","75","3","2","Engenheiro","4","Divorciado","5467","13953","3","1","Sim","14","3","1","80","2","12","4","2","6","2","3","3","Não","1_Training","Não","0.593428"
"37","Cliente","1439","Engenharia","4","Médio completo","Ciências das natureza","1","1394","3","M","54","3","1","Engenheiro","3","Casado","2996","5182","7","1","Sim","15","3","4","80","0","8","2","3","6","4","1","3","Não","1_Training","Sim","0.691951"
"33","Misto","1111","Vendas","5","Médio completo","Ciências das natureza","1","1395","2","M","61","3","2","Vendedo senior","4","Casado","9998","19293","6","1","Não","13","3","1","80","0","8","2","4","5","4","1","2","Não","1_Training","Não","0.684458"
"32","Escritório","499","Vendas","2","Médio completo","Marketing","1","1396","3","M","36","3","2","Vendedo senior","2","Casado","4078","20497","0","1","Sim","13","3","1","80","3","4","3","2","3","2","1","2","Não","1_Training","Sim","0.684472"
"39","Misto","1485","Engenharia","25","Superior incompleto","Ciências das natureza","1","1397","3","M","71","3","3","Analista","3","Casado","10920","3449","3","1","Não","21","4","2","80","1","13","2","3","6","4","0","5","Não","1_Training","Não","0.835178"
"25","Cliente","1372","Vendas","18","Médio completo","Ciências das natureza","1","1399","1","M","93","4","2","Vendedo senior","3","Casado","6232","12477","2","1","Não","11","3","2","80","0","6","3","2","3","2","1","2","Não","1_Training","Sim","0.761665"
"52","Misto","322","Engenharia","28","Superior incompleto","Medicina","1","1401","4","F","59","4","4","Supervisor","3","Casado","13247","9731","2","1","Sim","11","3","2","80","1","24","3","2","5","3","0","2","Não","1_Training","Não","0.663088"
"43","Misto","930","Engenharia","6","Superior completo","Medicina","1","1402","1","F","73","2","2","Engenheiro","3","Solteiro","4081","20003","1","1","Sim","14","3","1","80","0","20","3","1","20","7","1","8","Não","1_Training","Sim","0.697931"
"27","Misto","205","Vendas","10","Superior completo","Marketing","1","1403","4","F","98","2","2","Vendedo senior","4","Casado","5769","7100","1","1","Sim","11","3","4","80","0","6","3","3","6","2","4","4","Não","1_Training","Sim","0.890328"
"26","Misto","683","Engenharia","2","Médio completo","Medicina","1","1407","1","M","36","2","1","Engenheiro","4","Solteiro","3904","4050","0","1","Não","12","3","4","80","0","5","2","3","4","3","1","1","Não","2_Testing","Sim","0.725817"
"42","Misto","1147","RH","10","Superior completo","Ciências humanas","1","1408","3","F","31","3","4","Gerente","1","Casado","16799","16616","0","1","Não","14","3","3","80","1","21","5","3","20","7","0","9","Não","1_Training","Não","0.932535"
"52","Misto","258","Engenharia","8","Superior incompleto - cursando","Outros","1","1409","3","F","54","3","1","Tecnico","1","Casado","2950","17363","9","1","Não","13","3","3","80","0","12","2","1","5","4","0","4","Não","1_Training","Sim","0.741116"
"37","Cliente","1462","Engenharia","11","Superior completo","Medicina","1","1411","1","F","94","3","1","Tecnico","3","Solteiro","3629","19106","4","1","Não","18","3","1","80","0","8","6","3","3","2","0","2","Não","1_Training","Sim","0.766689"
"35","Misto","200","Engenharia","18","Superior incompleto","Ciências das natureza","1","1412","3","M","60","3","3","Supervisor","4","Solteiro","9362","19944","2","1","Não","11","3","3","80","0","10","2","3","2","2","2","2","Não","1_Training","Não","0.549778"
"25","Misto","949","Engenharia","1","Superior completo","Faculdade Técnica","1","1415","1","M","81","3","1","Tecnico","4","Casado","3229","4910","4","1","Não","11","3","2","80","1","7","2","2","3","2","0","2","Não","1_Training","Sim","0.616062"
"26","Misto","652","Engenharia","7","Superior completo","Outros","1","1417","3","M","100","4","1","Tecnico","1","Solteiro","3578","23577","0","1","Não","12","3","4","80","0","8","2","3","7","7","0","7","Não","1_Training","Sim","0.675439"
"29","Misto","332","RH","17","Superior completo","Outros","1","1419","2","M","51","2","3","Assistente","1","Solteiro","7988","9769","1","1","Não","13","3","1","80","0","10","3","2","10","9","0","9","Não","1_Training","Sim","0.746386"
"54","Misto","971","Engenharia","1","Superior completo","Medicina","1","1422","4","F","54","3","4","Diretor","4","Solteiro","17328","5652","6","1","Não","19","3","4","80","0","29","3","2","20","7","12","7","Não","1_Training","Não","0.90296"
"58","Misto","1055","Engenharia","1","Superior completo","Medicina","1","1423","4","F","76","3","5","Diretor","1","Casado","19701","22456","3","1","Sim","21","4","3","80","1","32","3","3","9","8","1","5","Não","1_Training","Não","0.902956"
"55","Misto","1136","Engenharia","1","Superior incompleto - cursando","Medicina","1","1424","2","M","81","4","4","Diretor","4","Divorciado","14732","12414","2","1","Não","13","3","4","80","2","31","4","4","7","7","0","0","Não","1_Training","Não","0.957711"
"36","Misto","1174","Vendas","3","Superior incompleto - cursando","Marketing","1","1425","1","F","99","3","2","Vendedo senior","2","Solteiro","9278","20763","3","1","Sim","16","3","4","80","0","15","3","3","5","4","0","1","Não","2_Testing","Sim","0.840252"
"30","Misto","855","Vendas","7","Superior incompleto - cursando","Marketing","1","1428","4","F","73","3","2","Vendedo senior","1","Divorciado","4779","12761","7","1","Não","14","3","2","80","2","8","3","3","3","2","0","2","Não","2_Testing","Sim","0.601441"
"31","Cliente","182","Engenharia","8","Pós-gradução","Ciências das natureza","1","1430","1","F","93","3","4","Diretor","2","Solteiro","16422","8847","3","1","Não","11","3","3","80","0","9","3","4","3","2","1","0","Não","1_Training","Sim","0.613038"
"34","Misto","560","Engenharia","1","Superior incompleto - cursando","Outros","1","1431","4","M","91","3","1","Engenheiro","1","Divorciado","2996","20284","5","1","Não","14","3","3","80","2","10","2","3","4","3","1","3","Não","1_Training","Sim","0.533383"
"27","Misto","1377","Engenharia","11","Médio completo","Ciências das natureza","1","1434","2","M","91","3","1","Tecnico","1","Casado","2099","7679","0","1","Não","14","3","2","80","0","6","3","4","5","0","1","4","Não","2_Testing","Sim","0.75078"
"36","Misto","172","Engenharia","4","Superior incompleto - cursando","Ciências das natureza","1","1435","1","M","37","2","2","Tecnico","4","Solteiro","5810","22604","1","1","Não","16","3","3","80","0","10","2","2","10","4","1","8","Não","1_Training","Não","0.678035"
"36","Misto","329","Vendas","16","Superior incompleto - cursando","Marketing","1","1436","3","F","98","2","2","Vendedo senior","1","Casado","5647","13494","4","1","Não","13","3","1","80","2","11","3","2","3","2","0","2","Não","1_Training","Sim","0.663951"
"47","Escritório","465","Engenharia","1","Superior completo","Faculdade Técnica","1","1438","1","M","74","3","1","Engenheiro","4","Casado","3420","10205","7","1","Não","12","3","3","80","1","17","2","2","6","5","1","2","Não","1_Training","Não","0.663855"
"37","Misto","1413","Engenharia","5","Superior incompleto","Faculdade Técnica","1","1440","3","M","84","4","1","Tecnico","3","Solteiro","3500","25470","0","1","Não","14","3","1","80","0","7","2","1","6","5","1","3","Não","2_Testing","Sim","0.566297"
"56","Misto","1255","Engenharia","1","Superior incompleto","Ciências das natureza","1","1441","1","F","90","3","1","Engenheiro","1","Casado","2066","10494","2","1","Não","22","4","4","80","1","5","3","4","3","2","1","0","Não","2_Testing","Sim","0.550041"
"47","Misto","359","Engenharia","2","Superior incompleto - cursando","Medicina","1","1443","1","F","82","3","4","Diretor","3","Casado","17169","26703","3","1","Não","19","3","2","80","2","26","2","4","20","17","5","6","Não","1_Training","Não","0.971957"
"24","Misto","1476","Vendas","4","Médio completo","Medicina","1","1445","4","F","42","3","2","Vendedo senior","3","Casado","4162","15211","1","1","Sim","12","3","3","80","2","5","3","3","5","4","0","3","Não","1_Training","Sim","0.568752"
"32","Misto","601","Vendas","7","Pós-gradução","Marketing","1","1446","4","M","97","3","2","Vendedo senior","4","Casado","9204","23343","4","1","Não","12","3","3","80","1","7","3","2","4","3","0","3","Não","1_Training","Sim","0.513695"
"34","Misto","401","Engenharia","1","Superior completo","Ciências das natureza","1","1447","4","F","86","2","1","Tecnico","2","Casado","3294","3708","5","1","Não","17","3","1","80","1","7","2","2","5","4","0","2","Não","1_Training","Não","0.694973"
"41","Escritório","1283","Engenharia","5","Pós-gradução","Medicina","1","1448","2","M","90","4","1","Engenheiro","3","Casado","2127","5561","2","1","Sim","12","3","1","80","0","7","5","2","4","2","0","3","Não","1_Training","Não","0.624651"
"40","Misto","663","Engenharia","9","Superior incompleto - cursando","Outros","1","1449","3","M","81","3","2","Tecnico","3","Divorciado","3975","23099","3","1","Não","11","3","3","80","2","11","2","4","8","7","0","7","Não","2_Testing","Não","0.784496"
"31","Misto","326","Vendas","8","Superior incompleto","Ciências das natureza","1","1453","1","M","31","3","3","Vendedo senior","4","Divorciado","10793","8386","1","1","Não","18","3","1","80","1","13","5","3","13","7","9","9","Não","1_Training","Sim","0.57426"
